prod_id,ages,piece_count,set_name,prod_desc,prod_long_desc,theme_name,country,list_price,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
10258,16+,0.8322157851415725,London Bus,blah,blahblah,Creator Expert,AT,146.3878,0.6723198367361811,0.8766954989747304,Average,0.9183854479300276,0.906288469676671
10220,16+,0.8059866156941707,Volkswagen T1 Camper Van,blah,blahblah,Creator Expert,AT,121.9878,0.9855590698933542,0.906288469676671,Challenging,0.9394358849288731,0.9345358308985776
10252,16+,0.7910063350953076,Volkswagen Beetle,blah,blahblah,Creator Expert,AT,109.7878,0.7094662189763429,0.9345358308985776,Average,0.9802254366484422,0.9615546500799727
10242,16+,0.7820170916353609,MINI Cooper,blah,blahblah,Creator Expert,AT,109.7878,0.8293886007280702,0.9205726604783713,Average,0.9394358849288731,0.9345358308985776
10249,12+,0.7616584034850038,Winter Toy Shop,blah,blahblah,Creator Expert,AT,85.3878,0.8392080257086838,0.8456222775796745,Average,0.7313791312204417,0.8129128868795363
70922,14+,0.9122186884133043,The Joker™ Manor,blah,blahblah,THE LEGO® BATMAN MOVIE,AT,329.3878,0.4986043285622607,0.9874473521709421,Challenging,1.0,0.9874473521709421
76087,9-14,0.7685513821377624,Flying Fox: Batmobile Airlift Attack,blah,blahblah,DC Comics™ Super Heroes,AT,146.3878,0.43434245410491135,0.8766954989747304,Average,0.7052760484448038,0.6826061944859854
76086,7-14,0.7205265208865145,Knightcrawler Tunnel Attack,blah,blahblah,DC Comics™ Super Heroes,AT,60.9878,0.3034123082260103,1.0,Average,1.0,0.9746358687061645
70921,7-14,0.6778690132528907,Harley Quinn™ Cannonball Attack,blah,blahblah,THE LEGO® BATMAN MOVIE,AT,60.9878,0.2725384072720801,0.7227062322935722,Average,0.5631707946263247,0.5936926411670823
76097,7-14,0.672746315512599,Lex Luthor™ Mech Takedown,blah,blahblah,DC Comics™ Super Heroes,AT,48.7878,0.2725384072720801,1.0,Average,0.9600431217415245,0.9746358687061645
76098,6-12,0.6274697300783602,Speed Force Freeze Pursuit,blah,blahblah,DC Comics™ Super Heroes,AT,42.6878,0.3034123082260103,0.9345358308985776,Easy,0.9600431217415245,0.9345358308985776
70919,7-14,0.6258041858199223,The Justice League™ Anniversary Party,blah,blahblah,THE LEGO® BATMAN MOVIE,AT,42.6878,0.2725384072720801,0.7958889470453636,Easy,0.5631707946263247,0.760374427722588
70920,7-14,0.6362122060843325,Egghead™ Mech Food Fight,blah,blahblah,THE LEGO® BATMAN MOVIE,AT,42.6878,0.40605391075033276,0.9874473521709421,Average,0.9394358849288731,0.9481920934663796
10753,4-7,0.561964379120309,The Joker™ Batcave Attack,blah,blahblah,Juniors,AT,36.5878,0.0,1.0,Easy,1.0,1.0
76085,6-12,0.5917493940443856,Battle of Atlantis,blah,blahblah,DC Comics™ Super Heroes,AT,30.4878,0.37207281007853243,0.8456222775796745,Easy,0.8293415805384022,0.8456222775796745
70918,7-14,0.592316513167268,The Bat-Dune Buggy,blah,blahblah,THE LEGO® BATMAN MOVIE,AT,30.4878,0.11737590318674407,0.8613531161467861,unknown,0.8968723271151999,0.8613531161467861
76096,6-12,0.5928807752547456,Superman™ & Krypto™ Team-Up,blah,blahblah,DC Comics™ Super Heroes,AT,30.4878,0.0,1.0,Average,1.0,1.0
70923,8-14,0.7242456317854165,The Bat-Space Shuttle,blah,blahblah,THE LEGO® BATMAN MOVIE,AT,97.5878,0.37207281007853243,0.9205726604783713,Average,0.9600431217415245,0.7783853970487746
71171,7-14,0.6258041858199223,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,blah,blahblah,DIMENSIONS™,AT,121.9878,0.3034123082260103,0.9615546500799727,Average,0.852373410105524,0.8613531161467861
71242,7-14,0.6223969029309061,Ghostbusters™ Story Pack,blah,blahblah,DIMENSIONS™,AT,54.8878,0.2725384072720801,0.9746358687061645,Average,0.8293415805384022,0.7958889470453636
